category,category.keyword,currency,customer_first_name,customer_first_name.keyword,customer_full_name,customer_full_name.keyword,customer_gender,customer_id,customer_last_name,customer_last_name.keyword,customer_phone,day_of_week,day_of_week_i,email,event.dataset,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,manufacturer.keyword,order_date,order_id,products._id,products._id.keyword,products.base_price,products.base_unit_price,products.category,products.category.keyword,products.created_on,products.discount_amount,products.discount_percentage,products.manufacturer,products.manufacturer.keyword,products.min_price,products.price,products.product_id,products.product_name,products.product_name.keyword,products.quantity,products.sku,products.tax_amount,products.taxful_price,products.taxless_price,products.unit_discount_amount,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
Women's Clothing,Women's Clothing,EUR,Rabbia Al,Rabbia Al,Rabbia Al Massey,Rabbia Al Massey,FEMALE,5,Massey,Massey,(empty),Thursday,3,rabbia al@massey-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Spherecords Maternity, Spherecords Curvy","Spherecords Maternity, Spherecords Curvy","Sep 16, 2021 @ 11:43:41.000",560802,"sold_product_560802_17346, sold_product_560802_20473","sold_product_560802_17346, sold_product_560802_20473","$12.99, $16.98","$12.99, $16.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 10:43:41.000, Dec 8, 2016 @ 10:43:41.000","0, 0","0, 0","Spherecords Maternity, Spherecords Curvy","Spherecords Maternity, Spherecords Curvy","$6.11, $9.01","$12.99, $16.98","17,346, 20,473","Long sleeved top - dark red, Sweatshirt - black","Long sleeved top - dark red, Sweatshirt - black","1, 1","ZO0706807068, ZO0712507125","0, 0","$12.99, $16.98","$12.99, $16.98","0, 0","ZO0706807068, ZO0712507125",$29.98 ,$29.98 ,2,2,order,rabbia
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Brigitte,Brigitte,Brigitte Bradley,Brigitte Bradley,FEMALE,12,Bradley,Bradley,(empty),Thursday,3,brigitte@bradley-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","Sep 16, 2021 @ 11:27:50.000",560781,"sold_product_560781_5766, sold_product_560781_15007","sold_product_560781_5766, sold_product_560781_15007","$60.00, $11.99","$60.00, $11.99","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 8, 2016 @ 10:27:50.000, Dec 8, 2016 @ 10:27:50.000","0, 0","0, 0","Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","$32.38, $5.52","$60.00, $11.99","5,766, 15,007","Lace-ups - ambra, Watch - grey","Lace-ups - ambra, Watch - grey","1, 1","ZO0369003690, ZO0189601896","0, 0","$60.00, $11.99","$60.00, $11.99","0, 0","ZO0369003690, ZO0189601896",$72 ,$72.00 ,2,2,order,brigitte
"Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,Yahya,Yahya,Yahya Underwood,Yahya Underwood,MALE,23,Underwood,Underwood,(empty),Thursday,3,yahya@underwood-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Sep 16, 2021 @ 11:13:26.000",560767,"sold_product_560767_14887, sold_product_560767_13216","sold_product_560767_14887, sold_product_560767_13216","$28.98, $24.98","$28.98, $24.98","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 8, 2016 @ 10:13:26.000, Dec 8, 2016 @ 10:13:26.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$15.65, $13.24","$28.98, $24.98","14,887, 13,216","Watch - black, Sweatshirt - mottled light grey","Watch - black, Sweatshirt - mottled light grey","1, 1","ZO0312103121, ZO0586905869","0, 0","$28.98, $24.98","$28.98, $24.98","0, 0","ZO0312103121, ZO0586905869",$53.97 ,$53.97 ,2,2,order,yahya
"Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing",EUR,George,George,George Howell,George Howell,MALE,32,Howell,Howell,(empty),Thursday,3,george@howell-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Sep 16, 2021 @ 11:07:41.000",560761,"sold_product_560761_18235, sold_product_560761_22392","sold_product_560761_18235, sold_product_560761_22392","$13.99, $25.98","$13.99, $25.98","Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing","Dec 8, 2016 @ 10:07:41.000, Dec 8, 2016 @ 10:07:41.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$7.55, $12.22","$13.99, $25.98","18,235, 22,392","Belt - brown, Jeans Skinny Fit - grey","Belt - brown, Jeans Skinny Fit - grey","1, 1","ZO0318003180, ZO0534805348","0, 0","$13.99, $25.98","$13.99, $25.98","0, 0","ZO0318003180, ZO0534805348",$39.97 ,$39.97 ,2,2,order,george
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Selena,Selena,Selena Tran,Selena Tran,FEMALE,42,Tran,Tran,(empty),Thursday,3,selena@tran-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Pyramidustries active, Low Tide Media","Pyramidustries active, Low Tide Media","Sep 16, 2021 @ 10:56:10.000",560752,"sold_product_560752_19804, sold_product_560752_23434","sold_product_560752_19804, sold_product_560752_23434","$17.98, $60.00","$17.98, $60.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 8, 2016 @ 09:56:10.000, Dec 8, 2016 @ 09:56:10.000","0, 0","0, 0","Pyramidustries active, Low Tide Media","Pyramidustries active, Low Tide Media","$9.89, $31.80","$17.98, $60.00","19,804, 23,434","Sports shorts - black, Lace-up boots - grey","Sports shorts - black, Lace-up boots - grey","1, 1","ZO0223002230, ZO0376803768","0, 0","$17.98, $60.00","$17.98, $60.00","0, 0","ZO0223002230, ZO0376803768",$78 ,$78.00 ,2,2,order,selena
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Pia,Pia,Pia Dixon,Pia Dixon,FEMALE,45,Dixon,Dixon,(empty),Thursday,3,pia@dixon-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Oceanavigations, Spherecords","Oceanavigations, Spherecords","Sep 16, 2021 @ 10:44:38.000",560741,"sold_product_560741_18049, sold_product_560741_22851","sold_product_560741_18049, sold_product_560741_22851","$85.00, $18.98","$85.00, $18.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 8, 2016 @ 09:44:38.000, Dec 8, 2016 @ 09:44:38.000","0, 0","0, 0","Oceanavigations, Spherecords","Oceanavigations, Spherecords","$45.88, $10.25","$85.00, $18.98","18,049, 22,851","Boots - black, Jumper - off white","Boots - black, Jumper - off white","1, 1","ZO0249602496, ZO0652706527","0, 0","$85.00, $18.98","$85.00, $18.98","0, 0","ZO0249602496, ZO0652706527",$104 ,$104.00 ,2,2,order,pia
Women's Clothing,Women's Clothing,EUR,Elyssa,Elyssa,Elyssa Lamb,Elyssa Lamb,FEMALE,27,Lamb,Lamb,(empty),Thursday,3,elyssa@lamb-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Sep 16, 2021 @ 10:40:19.000",560738,"sold_product_560738_13636, sold_product_560738_14405","sold_product_560738_13636, sold_product_560738_14405","$18.98, $28.98","$18.98, $28.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 09:40:19.000, Dec 8, 2016 @ 09:40:19.000","0, 0","0, 0","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","$9.87, $15.94","$18.98, $28.98","13,636, 14,405","Cape - nude, Jumper - black/winter white","Cape - nude, Jumper - black/winter white","1, 1","ZO0191901919, ZO0072200722","0, 0","$18.98, $28.98","$18.98, $28.98","0, 0","ZO0191901919, ZO0072200722",$47.97 ,$47.97 ,2,2,order,elyssa
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Elyssa,Elyssa,Elyssa Little,Elyssa Little,FEMALE,27,Little,Little,(empty),Thursday,3,elyssa@little-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Pyramidustries, Tigress Enterprises, Gnomehouse","Pyramidustries, Tigress Enterprises, Gnomehouse","Sep 16, 2021 @ 10:23:02.000",730727,"sold_product_730727_14217, sold_product_730727_24684, sold_product_730727_11459, sold_product_730727_24371","sold_product_730727_14217, sold_product_730727_24684, sold_product_730727_11459, sold_product_730727_24371","$11.99, $25.98, $11.99, $50.00","$11.99, $25.98, $11.99, $50.00","Women's Clothing, Women's Clothing, Women's Clothing, Women's Shoes","Women's Clothing, Women's Clothing, Women's Clothing, Women's Shoes","Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000","0, 0, 0, 0","0, 0, 0, 0","Pyramidustries, Tigress Enterprises, Tigress Enterprises, Gnomehouse","Pyramidustries, Tigress Enterprises, Tigress Enterprises, Gnomehouse","$6.47, $14.29, $6.35, $25.98","$11.99, $25.98, $11.99, $50.00","14,217, 24,684, 11,459, 24,371","Vest - off white, Jersey dress - black/Navy, Print T-shirt - spectra yellow, Lace-ups - rose","Vest - off white, Jersey dress - black/Navy, Print T-shirt - spectra yellow, Lace-ups - rose","1, 1, 1, 1","ZO0173201732, ZO0042900429, ZO0055000550, ZO0322403224","0, 0, 0, 0","$11.99, $25.98, $11.99, $50.00","$11.99, $25.98, $11.99, $50.00","0, 0, 0, 0","ZO0173201732, ZO0042900429, ZO0055000550, ZO0322403224",$99.94 ,$99.94 ,4,4,order,elyssa
"Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Abd,Abd,Abd Foster,Abd Foster,MALE,52,Foster,Foster,(empty),Thursday,3,abd@foster-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Sep 16, 2021 @ 10:23:02.000",715932,"sold_product_715932_11389, sold_product_715932_16389, sold_product_715932_22910, sold_product_715932_17808","sold_product_715932_11389, sold_product_715932_16389, sold_product_715932_22910, sold_product_715932_17808","$7.99, $42.00, $24.98, $10.99","$7.99, $42.00, $24.98, $10.99","Men's Clothing, Men's Shoes, Men's Clothing, Men's Clothing","Men's Clothing, Men's Shoes, Men's Clothing, Men's Clothing","Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000, Dec 8, 2016 @ 09:23:02.000","0, 0, 0, 0","0, 0, 0, 0","Elitelligence, Low Tide Media, Low Tide Media, Elitelligence","Elitelligence, Low Tide Media, Low Tide Media, Elitelligence","$3.60, $19.31, $13.24, $5.06","$7.99, $42.00, $24.98, $10.99","11,389, 16,389, 22,910, 17,808","Basic T-shirt - green, Lace-ups - black, Cardigan - black, Print T-shirt - white/black","Basic T-shirt - green, Lace-ups - black, Cardigan - black, Print T-shirt - white/black","1, 1, 1, 1","ZO0562105621, ZO0392803928, ZO0445804458, ZO0558705587","0, 0, 0, 0","$7.99, $42.00, $24.98, $10.99","$7.99, $42.00, $24.98, $10.99","0, 0, 0, 0","ZO0562105621, ZO0392803928, ZO0445804458, ZO0558705587",$85.94 ,$85.94 ,4,4,order,abd
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Mary,Mary,Mary Stokes,Mary Stokes,FEMALE,20,Stokes,Stokes,(empty),Thursday,3,mary@stokes-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","Sep 16, 2021 @ 10:18:43.000",560722,"sold_product_560722_23479, sold_product_560722_24341","sold_product_560722_23479, sold_product_560722_24341","$42.00, $13.99","$42.00, $13.99","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 8, 2016 @ 09:18:43.000, Dec 8, 2016 @ 09:18:43.000","0, 0","0, 0","Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","$21.83, $6.86","$42.00, $13.99","23,479, 24,341","Jumper - off white, Scarf - rose","Jumper - off white, Scarf - rose","1, 1","ZO0268902689, ZO0083000830","0, 0","$42.00, $13.99","$42.00, $13.99","0, 0","ZO0268902689, ZO0083000830",$55.97 ,$55.97 ,2,2,order,mary
Men's Clothing,Men's Clothing,EUR,Abd,Abd,Abd Farmer,Abd Farmer,MALE,52,Farmer,Farmer,(empty),Thursday,3,abd@farmer-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Spritechnologies, Low Tide Media","Spritechnologies, Low Tide Media","Sep 16, 2021 @ 10:14:24.000",560712,"sold_product_560712_16276, sold_product_560712_23835","sold_product_560712_16276, sold_product_560712_23835","$20.98, $7.99","$20.98, $7.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 8, 2016 @ 09:14:24.000, Dec 8, 2016 @ 09:14:24.000","0, 0","0, 0","Spritechnologies, Low Tide Media","Spritechnologies, Low Tide Media","$9.45, $4.39","$20.98, $7.99","16,276, 23,835","Tracksuit bottoms - dark grey multicolor, 3 PACK - Socks - blue","Tracksuit bottoms - dark grey multicolor, 3 PACK - Socks - blue","1, 1","ZO0621606216, ZO0480804808","0, 0","$20.98, $7.99","$20.98, $7.99","0, 0","ZO0621606216, ZO0480804808",$28.98 ,$28.98 ,2,2,order,abd
"Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Pia,Pia,Pia Clayton,Pia Clayton,FEMALE,45,Clayton,Clayton,(empty),Thursday,3,pia@clayton-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","Sep 16, 2021 @ 09:57:07.000",560693,"sold_product_560693_15493, sold_product_560693_23570","sold_product_560693_15493, sold_product_560693_23570","$13.99, $110.00","$13.99, $110.00","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 8, 2016 @ 08:57:07.000, Dec 8, 2016 @ 08:57:07.000","0, 0","0, 0","Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","$7.13, $50.59","$13.99, $110.00","15,493, 23,570","Belt - black , Occasion wear - gold","Belt - black , Occasion wear - gold","1, 1","ZO0077300773, ZO0338103381","0, 0","$13.99, $110.00","$13.99, $110.00","0, 0","ZO0077300773, ZO0338103381",$124 ,$124.00 ,2,2,order,pia
"Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,Kamal,Kamal,Kamal Cross,Kamal Cross,MALE,39,Cross,Cross,(empty),Thursday,3,kamal@cross-family.zzz,sample_ecommerce,Istanbul,Asia,TR,"{
  ""coordinates"": [
    29,
    41
  ],
  ""type"": ""Point""
}",Istanbul,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Sep 16, 2021 @ 09:42:43.000",560682,"sold_product_560682_14035, sold_product_560682_16479","sold_product_560682_14035, sold_product_560682_16479","$33.00, $28.98","$33.00, $28.98","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 8, 2016 @ 08:42:43.000, Dec 8, 2016 @ 08:42:43.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$15.84, $13.34","$33.00, $28.98","14,035, 16,479","Briefcase - brown, Always Forward - Sweatshirt - mauve","Briefcase - brown, Always Forward - Sweatshirt - mauve","1, 1","ZO0471704717, ZO0595705957","0, 0","$33.00, $28.98","$33.00, $28.98","0, 0","ZO0471704717, ZO0595705957",$61.97 ,$61.97 ,2,2,order,kamal
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Mary,Mary,Mary Morgan,Mary Morgan,FEMALE,20,Morgan,Morgan,(empty),Thursday,3,mary@morgan-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","Sep 16, 2021 @ 09:36:58.000",560674,"sold_product_560674_17582, sold_product_560674_20625","sold_product_560674_17582, sold_product_560674_20625","$42.00, $28.98","$42.00, $28.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 8, 2016 @ 08:36:58.000, Dec 8, 2016 @ 08:36:58.000","0, 0","0, 0","Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","$21.41, $15.07","$42.00, $28.98","17,582, 20,625","Boots - dark grey, Vest - Dark Turquoise","Boots - dark grey, Vest - Dark Turquoise","1, 1","ZO0016600166, ZO0344203442","0, 0","$42.00, $28.98","$42.00, $28.98","0, 0","ZO0016600166, ZO0344203442",$71 ,$71.00 ,2,2,order,mary
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Pia,Pia,Pia Pratt,Pia Pratt,FEMALE,45,Pratt,Pratt,(empty),Thursday,3,pia@pratt-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Gnomehouse, Oceanavigations","Gnomehouse, Oceanavigations","Sep 16, 2021 @ 09:22:34.000",560662,"sold_product_560662_22999, sold_product_560662_20233","sold_product_560662_22999, sold_product_560662_20233","$7.99, $33.00","$7.99, $33.00","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 8, 2016 @ 08:22:34.000, Dec 8, 2016 @ 08:22:34.000","0, 0","0, 0","Gnomehouse, Oceanavigations","Gnomehouse, Oceanavigations","$4.31, $16.81","$7.99, $33.00","22,999, 20,233","2 PACK - Tights - soft pink, Sunglasses - black","2 PACK - Tights - soft pink, Sunglasses - black","1, 1","ZO0359203592, ZO0318503185","0, 0","$7.99, $33.00","$7.99, $33.00","0, 0","ZO0359203592, ZO0318503185",$40.97 ,$40.97 ,2,2,order,pia
"Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Mostafa,Mostafa,Mostafa Romero,Mostafa Romero,MALE,9,Romero,Romero,(empty),Thursday,3,mostafa@romero-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,Low Tide Media,Low Tide Media,"Sep 16, 2021 @ 09:15:22.000",560654,"sold_product_560654_13470, sold_product_560654_24934","sold_product_560654_13470, sold_product_560654_24934","$15.99, $50.00","$15.99, $50.00","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 8, 2016 @ 08:15:22.000, Dec 8, 2016 @ 08:15:22.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$8.31, $22.50","$15.99, $50.00","13,470, 24,934","4 PACK - Shorts - grey, Lace-up boots - resin coffee","4 PACK - Shorts - grey, Lace-up boots - resin coffee","1, 1","ZO0476204762, ZO0403504035","0, 0","$15.99, $50.00","$15.99, $50.00","0, 0","ZO0476204762, ZO0403504035",$66 ,$66.00 ,2,2,order,mostafa
Women's Clothing,Women's Clothing,EUR,Stephanie,Stephanie,Stephanie Carr,Stephanie Carr,FEMALE,6,Carr,Carr,(empty),Thursday,3,stephanie@carr-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Tigress Enterprises, Spherecords Maternity","Tigress Enterprises, Spherecords Maternity","Sep 16, 2021 @ 09:12:29.000",560651,"sold_product_560651_20508, sold_product_560651_14674","sold_product_560651_20508, sold_product_560651_14674","$33.00, $18.98","$33.00, $18.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 08:12:29.000, Dec 8, 2016 @ 08:12:29.000","0, 0","0, 0","Tigress Enterprises, Spherecords Maternity","Tigress Enterprises, Spherecords Maternity","$14.85, $9.31","$33.00, $18.98","20,508, 14,674","Pleated skirt - black, Long sleeved top - navy/white","Pleated skirt - black, Long sleeved top - navy/white","1, 1","ZO0034200342, ZO0707407074","0, 0","$33.00, $18.98","$33.00, $18.98","0, 0","ZO0034200342, ZO0707407074",$51.97 ,$51.97 ,2,2,order,stephanie
"Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories",EUR,Selena,Selena,Selena Simmons,Selena Simmons,FEMALE,42,Simmons,Simmons,(empty),Thursday,3,selena@simmons-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,Tigress Enterprises,Tigress Enterprises,"Sep 16, 2021 @ 09:00:58.000",560639,"sold_product_560639_19503, sold_product_560639_14134","sold_product_560639_19503, sold_product_560639_14134","$7.99, $11.99","$7.99, $11.99","Women's Clothing, Women's Accessories","Women's Clothing, Women's Accessories","Dec 8, 2016 @ 08:00:58.000, Dec 8, 2016 @ 08:00:58.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$4.23, $6.35","$7.99, $11.99","19,503, 14,134","MarshaESSA - Shorts - black, Scarf - rose","MarshaESSA - Shorts - black, Scarf - rose","1, 1","ZO0098700987, ZO0083600836","0, 0","$7.99, $11.99","$7.99, $11.99","0, 0","ZO0098700987, ZO0083600836",$19.98 ,$19.98 ,2,2,order,selena
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Selena,Selena,Selena Thompson,Selena Thompson,FEMALE,42,Thompson,Thompson,(empty),Thursday,3,selena@thompson-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Tigress Enterprises MAMA, Tigress Enterprises","Tigress Enterprises MAMA, Tigress Enterprises","Sep 16, 2021 @ 08:52:19.000",560632,"sold_product_560632_16982, sold_product_560632_21395","sold_product_560632_16982, sold_product_560632_21395","$33.00, $34.00","$33.00, $34.00","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 8, 2016 @ 07:52:19.000, Dec 8, 2016 @ 07:52:19.000","0, 0","0, 0","Tigress Enterprises MAMA, Tigress Enterprises","Tigress Enterprises MAMA, Tigress Enterprises","$17.81, $15.64","$33.00, $34.00","16,982, 21,395","Summer dress - black/white, Lace-up boots - black","Summer dress - black/white, Lace-up boots - black","1, 1","ZO0229302293, ZO0014500145","0, 0","$33.00, $34.00","$33.00, $34.00","0, 0","ZO0229302293, ZO0014500145",$67 ,$67.00 ,2,2,order,selena
